expense_id,date,sub_category,amount,vendor,description,payment_method,receipt,approved_by
221,4/29/2020,crm_expenses,3814.07,Agimba,eleifend donec ut dolor morbi vel lectus in quam,cash,true,Maiga Eastabrook
222,2/23/2020,other,1476.08,Demizz,libero nam dui proin leo odio porttitor id consequat in consequat ut,credit card,true,Megan Hembery
223,5/11/2020,other,7835.28,Skippad,non pretium quis lectus suspendisse potenti in,cash,true,Hailey Lowder
224,3/7/2020,student_leadership,4578.04,Npath,aenean sit amet justo morbi,cash,true,Roddy Harome
225,11/11/2020,comm_life,717.81,Kwimbee,fermentum donec ut mauris eget,check,false,Mufi Lidgey
226,7/8/2020,other,8254.2,Zoomdog,felis fusce posuere felis sed lacus morbi sem,check,false,Maryl Abden
227,6/23/2020,automobiles,8857.74,Avavee,pellentesque ultrices mattis odio donec vitae nisi nam ultrices,credit card,true,Zonnya Shardlow
228,10/10/2020,outreach,3059.0,Babbleopia,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,cash,true,Yolanda Culleton
229,11/1/2020,office_administration,3537.97,Kazu,et ultrices posuere cubilia curae,credit card,false,Gabriello Macellar
230,12/22/2020,crm_expenses,9004.46,Brainbox,ipsum dolor sit amet consectetuer adipiscing,cash,false,Ara Edgler
231,8/26/2020,outreach,7072.14,Izio,,check,false,Torrin Carvilla
232,4/30/2020,building_management,7415.86,Quire,sit amet turpis elementum ligula vehicula consequat,check,true,Pauline Indge
233,1/3/2020,office_administration,9833.56,Voonyx,velit vivamus vel nulla eget eros elementum pellentesque,cash,true,Karel Ritchie
234,7/17/2020,office_administration,6624.0,Ozu,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,check,true,Giselle Cheesworth
235,9/10/2020,automobiles,5514.86,Livefish,id pretium iaculis diam erat fermentum,cash,true,Collen Gladeche
236,11/8/2020,student_leadership,3938.5,Yata,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,credit card,false,Micheal Suarez
237,6/24/2020,social_justice,3376.62,Avaveo,nisl duis bibendum felis sed interdum venenatis turpis,check,true,Paulina Chenery
238,11/7/2020,comm_life,6127.89,Skajo,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,credit card,true,Homer Baines
239,11/25/2020,building_management,9515.04,Omba,,check,true,Callie Mariner
240,10/11/2020,social_justice,8374.88,Feedspan,cubilia curae nulla dapibus dolor vel est donec odio,credit card,true,Daisie Hicklingbottom
241,11/28/2020,liturgy_music,1302.83,Plambee,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,check,false,Lilias Cherm
242,1/25/2020,outreach,6306.95,Meezzy,consectetuer adipiscing elit proin interdum mauris,credit card,true,Mackenzie Casiroli
243,1/12/2020,comm_life,6533.68,Babbleblab,,credit card,false,Clarice Whitwham
244,12/28/2020,student_leadership,6724.52,Dabtype,morbi porttitor lorem id ligula,credit card,true,Roi Stonnell
245,12/16/2020,utilities,1557.18,Wordtune,condimentum curabitur in libero ut massa volutpat,credit card,false,Andee Austing
246,12/5/2020,liturgy_music,7599.88,Rhynyx,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,cash,false,Quent Cominello
247,5/26/2020,comm_life,7102.96,Gabtune,lobortis convallis tortor risus dapibus augue vel,check,false,Mano Seward
248,10/25/2020,other,7085.58,Riffwire,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,check,true,Adolph Morphew
249,6/17/2020,retreats,385.49,Yakitri,porta volutpat erat quisque erat,credit card,true,Efrem Calvie
250,9/30/2020,automobiles,7736.59,Yotz,consequat ut nulla sed accumsan felis,check,true,Carlene Rospars
251,3/11/2020,comm_life,7378.97,Bubblebox,nulla dapibus dolor vel est donec odio justo,check,true,Merralee Peotz
252,1/14/2020,comm_life,3291.73,Skimia,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,cash,true,Janelle Juschka
253,1/28/2020,utilities,5420.96,Thoughtmix,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,cash,true,Cheri Lejeune
254,11/5/2020,comm_life,3425.65,Meejo,vestibulum ante ipsum primis in,check,true,Fayina Tremoulet
255,1/26/2020,social_justice,7105.58,Eadel,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,credit card,true,Kippie Haswell
256,12/29/2020,outreach,1377.58,Jamia,quam a odio in hac,check,false,Allene Hynam
257,5/4/2020,retreats,4085.91,Livetube,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,check,false,Courtney Daingerfield
258,3/23/2020,comm_life,4759.93,Leenti,rhoncus dui vel sem sed sagittis nam congue risus semper porta,check,true,Janene Dyball
259,7/15/2020,comm_life,6385.23,Kare,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,credit card,false,Aluino Gambles
260,10/24/2020,office_administration,3190.14,Yambee,,check,true,Adela Grisedale
261,7/6/2020,automobiles,6066.94,Yamia,pede morbi porttitor lorem id ligula suspendisse ornare,cash,true,Kiley Roizin
262,10/22/2020,comm_life,6755.47,Browseblab,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,credit card,true,Aryn Carde
263,7/17/2020,student_leadership,4641.08,Lazzy,morbi vestibulum velit id pretium iaculis diam,credit card,true,Hastings Rymill
264,3/2/2020,other,949.06,Skyndu,viverra eget congue eget semper rutrum nulla,check,false,Othella Seldon
265,1/15/2020,automobiles,5300.18,Twitterbridge,justo morbi ut odio cras mi pede malesuada in imperdiet,check,true,Philip Vescovo
266,10/11/2020,liturgy_music,6261.89,Skipfire,,credit card,true,Imelda Bellsham
267,1/1/2020,faith_education,2161.1,Thoughtstorm,leo rhoncus sed vestibulum sit amet cursus,check,false,Joy Beaushaw
268,3/7/2020,automobiles,4787.94,Eadel,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,credit card,false,Olly Searjeant
269,12/25/2020,office_administration,3477.4,Jabbercube,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,credit card,true,Griz Greated
270,6/29/2020,automobiles,2044.46,Livetube,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,cash,false,Carolin Olufsen
271,3/10/2020,outreach,7773.17,Gabtune,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,check,false,Viola Middlemiss
272,12/1/2020,utilities,2813.63,Fatz,in felis donec semper sapien,check,true,Elberta Bryde
273,3/25/2020,student_leadership,5472.08,Tagpad,,check,true,Pauly Innett
274,6/1/2020,crm_expenses,351.16,Fivebridge,,cash,false,Albina Bode
275,8/29/2020,utilities,2804.7,Pixonyx,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,cash,false,Benedicto Bosden
276,3/6/2020,outreach,6181.69,Twitternation,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,check,false,Judye Vowdon
277,1/16/2020,comm_life,1602.53,Flipstorm,in lacus curabitur at ipsum ac tellus,cash,true,Bettine Gerrelts
278,7/11/2020,automobiles,8340.45,Quaxo,integer a nibh in quis justo maecenas rhoncus,credit card,false,Ethelbert Cayle
279,9/10/2020,student_leadership,5360.78,Brightdog,,credit card,true,Didi Ricciardello
280,6/24/2020,liturgy_music,6471.48,Kwimbee,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,credit card,true,Maggi Haskey
281,3/22/2020,liturgy_music,636.51,Voonix,,check,false,Shepherd Giraudou
282,10/12/2020,automobiles,6851.73,Cogidoo,,check,false,Orel Freer
283,4/25/2020,faith_education,5970.79,Photojam,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,credit card,false,Shirley Bediss
284,10/5/2020,crm_expenses,8223.1,Jayo,quis turpis sed ante vivamus tortor duis mattis,cash,true,Estrella Mueller
285,9/10/2020,utilities,7777.63,Feedmix,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,cash,false,Heriberto Underhill
286,8/15/2020,retreats,38.65,Roodel,ac nibh fusce lacus purus aliquet,cash,true,Mildrid Mitchener
287,1/17/2020,outreach,5619.19,Jaxspan,ut volutpat sapien arcu sed augue aliquam,cash,true,Ashton Tweedell
288,6/12/2020,office_administration,7579.12,Wordpedia,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,cash,false,Tildie Melia
289,2/5/2020,building_management,8416.12,Realmix,,cash,false,Caryl Grogor
290,11/23/2020,social_justice,8018.94,Tavu,,check,false,Corrine Stable
291,1/9/2020,liturgy_music,4968.29,Kanoodle,vestibulum ante ipsum primis in,check,false,Cinda Shobrook
292,1/11/2020,faith_education,602.99,Photospace,orci luctus et ultrices posuere,cash,false,Monti Llewhellin
293,6/8/2020,student_leadership,2405.77,Jayo,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,credit card,true,Waite Buss
294,9/11/2020,building_management,347.92,Viva,mi sit amet lobortis sapien sapien non mi integer,credit card,false,Cissiee Harland
295,10/3/2020,faith_education,8643.22,Trilith,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,credit card,true,Latrina Ullock
296,10/22/2020,automobiles,9723.34,Centidel,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,check,false,Verene Bohlsen
297,7/27/2020,office_administration,1585.2,Yakitri,aliquet pulvinar sed nisl nunc rhoncus,cash,false,Nata Winsome
298,4/3/2020,faith_education,7312.7,Vinte,a libero nam dui proin,credit card,true,Katalin MacCarter
299,2/11/2020,building_management,2609.02,Skippad,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,cash,true,Lesli Fleetwood
300,4/10/2020,outreach,233.59,Jabbersphere,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,check,true,Cobb Grisley
301,8/2/2020,automobiles,5749.85,Photospace,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,credit card,false,Gery Wisdom
302,8/25/2020,building_management,7820.67,Linkbridge,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,cash,true,Elfie Mordey
303,5/27/2020,comm_life,6484.05,Skalith,id ornare imperdiet sapien urna pretium nisl ut,credit card,true,Craig Mellem
304,3/11/2020,liturgy_music,2244.94,Wikizz,in sapien iaculis congue vivamus,check,true,Elie Jedrysik
305,9/5/2020,retreats,7113.69,Omba,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,cash,false,Rhianna Castellini
306,12/29/2020,automobiles,9654.05,Jabbersphere,diam erat fermentum justo nec condimentum neque sapien placerat ante,check,false,Malchy Quaife
307,5/1/2020,automobiles,4661.91,Livetube,at feugiat non pretium quis lectus suspendisse potenti in eleifend,credit card,false,Rora Januszewicz
308,6/28/2020,faith_education,1349.64,Eadel,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,cash,false,Sharline Kacheller
309,1/2/2020,retreats,9132.13,Dynava,eu sapien cursus vestibulum proin eu mi nulla ac enim,check,false,Timmy Andreasen
310,4/5/2020,automobiles,4561.41,Roomm,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,cash,false,Brose Sappson
311,1/12/2020,building_management,6087.35,Livetube,,cash,true,Rainer Bowness
312,4/2/2020,outreach,9814.45,Brightdog,,check,true,Annaliese MacGruer
313,9/7/2020,other,7934.24,Fliptune,justo sit amet sapien dignissim vestibulum vestibulum,credit card,true,Diahann Courtier
314,1/4/2020,building_management,3971.1,Jaxnation,non interdum in ante vestibulum ante ipsum primis in,cash,false,Cindie Bartoszewicz
315,11/12/2020,comm_life,6333.1,Zazio,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,credit card,true,Gilemette Maystone
316,2/2/2020,student_leadership,4759.64,Meemm,,cash,false,Dinnie Handke
317,9/5/2020,utilities,1351.93,Tekfly,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,cash,true,Noah Rawcliffe
318,7/3/2020,outreach,8130.36,Fatz,,check,true,Sidoney Sedcole
319,1/8/2020,building_management,2927.14,Centidel,non velit donec diam neque vestibulum eget vulputate ut,credit card,false,Kania Fache
320,12/27/2020,student_leadership,5800.95,Kazio,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,cash,true,Lynette Advani
321,11/3/2020,office_administration,155.53,Quamba,proin interdum mauris non ligula pellentesque ultrices,credit card,false,Guglielma Boniface
322,8/13/2020,social_justice,8969.32,Dynazzy,neque vestibulum eget vulputate ut ultrices vel augue,credit card,true,Kendal Lindenberg
323,9/10/2020,building_management,2340.41,Tagopia,congue vivamus metus arcu adipiscing molestie hendrerit,check,false,Bastien Bunclark
324,1/28/2020,student_leadership,6009.55,Dabfeed,nulla ut erat id mauris vulputate elementum nullam,credit card,true,Livvie Imison
325,3/26/2020,outreach,5111.58,Roombo,,cash,false,Monro Orcott
326,12/20/2020,office_administration,3675.52,Podcat,,cash,true,Ximenez Dimitriev
327,8/19/2020,outreach,2372.37,Fivechat,habitasse platea dictumst etiam faucibus cursus urna ut tellus,check,true,Shauna Duiged
328,1/22/2020,automobiles,5486.93,Photojam,proin eu mi nulla ac enim in tempor,check,false,Georgine Zorzoni
329,11/10/2020,office_administration,2068.72,Roomm,morbi ut odio cras mi pede malesuada in imperdiet,check,false,Tamar Cooling
330,2/26/2020,retreats,4733.23,Voomm,etiam justo etiam pretium iaculis justo in hac,check,true,Consuela Stormouth
331,6/2/2020,building_management,2746.49,Wordware,in porttitor pede justo eu massa donec dapibus duis at,cash,false,Gearard Neilan
332,3/22/2020,comm_life,5727.24,Rhyzio,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,check,true,Kimble D'Enrico
333,10/28/2020,crm_expenses,8080.14,Trudoo,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,cash,true,Zora Ratt
334,10/26/2020,other,5924.54,Jaxspan,eros suspendisse accumsan tortor quis turpis sed ante,check,true,Ansley Beggin
335,4/13/2020,faith_education,9704.64,Oozz,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,check,true,Jaquelin Mouat
336,12/14/2020,faith_education,858.97,Yacero,neque libero convallis eget eleifend,cash,true,Marylou Doreward
337,1/3/2020,social_justice,2324.2,Mymm,id nisl venenatis lacinia aenean sit amet justo morbi,cash,true,Franchot Francello
338,2/23/2020,retreats,2867.59,Quaxo,tincidunt eget tempus vel pede morbi porttitor lorem id,cash,false,Fredia MacCombe
339,9/28/2020,comm_life,8488.09,Trupe,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,cash,false,Guido Hayball
340,2/29/2020,faith_education,1353.7,Brainlounge,praesent id massa id nisl venenatis lacinia aenean,cash,false,Leighton Overpool
341,5/3/2020,social_justice,9954.02,Demizz,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,cash,true,Tricia Blamire
342,12/19/2020,building_management,4713.12,Meevee,non velit donec diam neque vestibulum eget vulputate ut ultrices vel,check,true,Artair Gerrels
343,9/27/2020,utilities,8960.7,Babbleset,,credit card,true,Kathi Slade
344,7/18/2020,crm_expenses,5643.6,Eabox,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,cash,false,Tedmund Cove
345,8/29/2020,faith_education,4890.99,Edgeify,,cash,false,Gale Aronow
346,10/2/2020,utilities,7101.34,Edgepulse,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,check,false,Ron Fosdick
347,3/13/2020,retreats,1628.73,Jabbersphere,,credit card,true,Poppy Pardew
348,10/22/2020,building_management,1650.63,Janyx,pretium nisl ut volutpat sapien arcu sed augue aliquam,credit card,true,Glennie Castro
349,2/22/2020,outreach,8295.7,Dynava,,cash,true,Cleo Rutherfoord
350,3/25/2020,retreats,5572.8,Quinu,,check,false,Mellisa Maryott
351,5/31/2020,faith_education,5582.63,Quinu,,check,false,Vivienne Syer
352,9/29/2020,automobiles,3284.62,Devshare,urna ut tellus nulla ut erat id mauris vulputate elementum,credit card,true,Alwin Covendon
353,1/22/2020,outreach,7470.88,Blogtag,,check,true,Rosaleen Provis
354,10/9/2020,comm_life,7390.42,Eare,quam pede lobortis ligula sit amet eleifend pede,cash,true,Dione Worters
355,4/22/2020,office_administration,9915.01,Oyoloo,id nulla ultrices aliquet maecenas leo,check,false,Ilyse Ashfield
356,4/22/2020,comm_life,8685.84,Feedfire,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,cash,false,Meg Paley
357,7/20/2020,crm_expenses,8938.01,Edgeclub,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,credit card,false,Tammy Rraundl
358,11/24/2020,liturgy_music,5201.0,Trudeo,justo maecenas rhoncus aliquam lacus morbi quis,credit card,false,Nanci Spaducci
359,7/28/2020,crm_expenses,2860.48,Cogilith,,check,false,Rosemarie Stoffler
360,7/30/2020,student_leadership,44.89,Talane,volutpat erat quisque erat eros,check,false,Gifford Hanselmann
361,2/9/2020,utilities,7024.47,Twimbo,,check,false,Zedekiah Harrigan
362,1/5/2020,student_leadership,6356.28,Skiba,praesent id massa id nisl venenatis,check,true,Rennie Pavie
363,8/31/2020,comm_life,6874.1,Tagfeed,posuere metus vitae ipsum aliquam non mauris morbi non lectus,check,true,Giuseppe Kinnin
364,10/27/2020,student_leadership,2210.65,Chatterbridge,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,check,false,Mortie McKeady
365,5/27/2020,crm_expenses,7048.32,Chatterbridge,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,cash,true,Goldy Wevell
366,7/6/2020,comm_life,246.99,Fivespan,maecenas rhoncus aliquam lacus morbi quis tortor id nulla,credit card,false,Brinn Biggadike
367,3/21/2020,faith_education,6082.37,Zava,erat eros viverra eget congue eget semper rutrum nulla nunc,credit card,true,Cobbie Stubs
368,1/9/2020,building_management,7582.21,Twinte,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,check,false,Louis Coverdale
369,2/6/2020,liturgy_music,4987.69,Jaxworks,ornare imperdiet sapien urna pretium nisl ut volutpat,cash,true,Hilda Skegg
370,2/5/2020,faith_education,829.01,Dynabox,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,credit card,false,Hewet Goodbarne
371,1/6/2020,student_leadership,3676.29,Dynabox,,cash,true,Arlan Tunnoch
372,10/10/2020,utilities,157.17,Quimba,iaculis diam erat fermentum justo nec condimentum neque sapien,credit card,false,Casar Whitworth
373,10/24/2020,building_management,3465.51,Reallinks,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,cash,true,Maureene Hulks
374,2/8/2020,student_leadership,1668.97,Buzzbean,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,cash,false,Jules Flye
375,5/16/2020,comm_life,2205.46,Tagfeed,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,credit card,false,Ferris Cotton
376,8/14/2020,building_management,1773.71,Innojam,pede libero quis orci nullam,credit card,false,Nil Lackinton
377,5/25/2020,comm_life,4800.5,Mudo,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,check,true,Bram Bucknall
378,1/19/2020,automobiles,763.54,Gabtune,augue luctus tincidunt nulla mollis molestie lorem quisque ut,check,true,Christa Ivantyev
379,12/18/2020,automobiles,1809.38,Jamia,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,credit card,false,Bjorn McNamara
380,7/13/2020,utilities,2930.75,Realfire,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,check,true,Cristian Parrington
381,1/9/2020,office_administration,9834.94,Skynoodle,,credit card,false,Morissa Spriggin
382,10/28/2020,retreats,9137.0,Mynte,lobortis convallis tortor risus dapibus,cash,false,Melina Ervin
383,7/2/2020,social_justice,1372.84,Feedmix,amet justo morbi ut odio,check,true,Ethel Usmar
384,4/24/2020,building_management,5826.68,Dazzlesphere,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,check,false,Melisa Satterley
385,5/1/2020,liturgy_music,5661.26,Gigaclub,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,check,true,Glad Crowd
386,7/29/2020,social_justice,6821.13,Blogspan,condimentum curabitur in libero ut massa,credit card,true,Blisse Bangle
387,6/4/2020,automobiles,9475.12,Avavee,felis eu sapien cursus vestibulum proin eu mi nulla,cash,false,Elna Robertson
388,2/28/2020,faith_education,6669.47,Kwilith,maecenas pulvinar lobortis est phasellus sit amet erat nulla,check,true,Leigha Lightwood
389,5/30/2020,liturgy_music,4551.93,Trilith,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,credit card,true,Homer Bartrop
390,12/10/2020,comm_life,9230.57,Camido,,check,false,Trstram Accomb
391,2/22/2020,automobiles,7933.56,Quimba,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,check,false,Jeffry Sutheran
392,11/6/2020,faith_education,9069.32,Gigashots,,check,true,Garek Nesterov
393,4/11/2020,crm_expenses,119.56,Lazzy,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,credit card,true,Sara-ann Myatt
394,7/4/2020,faith_education,8823.07,Einti,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,check,false,Maddalena Darrigrand
395,3/15/2020,crm_expenses,3505.82,Skalith,sed augue aliquam erat volutpat in congue etiam justo etiam pretium,check,true,Jeanne Corton
396,2/19/2020,utilities,5233.12,Muxo,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,credit card,true,Normand Skeels
397,7/21/2020,crm_expenses,4657.49,Skyndu,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,check,false,Alec McKechnie
398,3/6/2020,outreach,3666.22,Meedoo,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,check,true,Amalle Pyson
399,5/20/2020,crm_expenses,6030.95,Cogidoo,lacinia aenean sit amet justo morbi ut odio cras mi,cash,false,Jermaine Blackett
400,12/9/2020,retreats,4647.71,Twiyo,etiam justo etiam pretium iaculis justo,cash,false,Kelsy Abdon
401,5/2/2020,crm_expenses,6488.28,Trilith,,check,true,Kelci Crosfield
402,3/22/2020,other,6656.22,Jayo,in congue etiam justo etiam pretium iaculis justo,credit card,true,Flint Wringe
403,8/31/2020,comm_life,1740.82,Jabbersphere,,check,false,Merissa Itscovitz
404,6/4/2020,social_justice,5026.44,Realmix,,credit card,true,Trudy Benko
405,3/15/2020,student_leadership,1465.81,Thoughtblab,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,cash,true,Pamela Ivy
406,5/19/2020,automobiles,3652.64,Realblab,in tempus sit amet sem fusce consequat nulla,check,false,Jodee Cousins
407,4/26/2020,retreats,7756.91,Gabtune,,check,true,Else Pinilla
408,2/8/2020,student_leadership,6445.88,Agimba,,cash,false,Angy Evitt
409,8/15/2020,faith_education,6281.02,Devpoint,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,check,false,Roxie Whistlecroft
410,5/27/2020,student_leadership,5985.19,Leexo,eu nibh quisque id justo sit,credit card,false,Carny Larner
411,6/19/2020,social_justice,8240.69,Layo,lacus morbi quis tortor id nulla ultrices,credit card,false,Coriss Click
412,4/28/2020,comm_life,7018.23,Tazzy,sed vel enim sit amet nunc viverra dapibus nulla,cash,true,Moll Di Pietro
413,9/1/2020,building_management,8290.52,Vitz,nam congue risus semper porta volutpat quam pede lobortis ligula,cash,true,Haily Hess
414,12/16/2020,faith_education,8272.77,Tekfly,bibendum felis sed interdum venenatis turpis enim blandit mi,credit card,true,Quill Kerry
415,2/15/2020,liturgy_music,7489.88,Avaveo,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,check,false,Jewelle Padrick
416,4/13/2020,building_management,4521.43,Agivu,non interdum in ante vestibulum ante,credit card,true,Nathanael Rishworth
417,5/22/2020,comm_life,9760.02,Skiptube,felis sed lacus morbi sem mauris laoreet ut rhoncus,cash,false,Rolph Woodstock
418,7/9/2020,liturgy_music,2944.79,Realpoint,donec ut dolor morbi vel lectus in quam fringilla rhoncus,check,true,Benjy Saddleton
419,7/31/2020,other,3235.22,Dabtype,eu nibh quisque id justo sit amet,check,true,Rosmunda Hawe
420,2/21/2020,faith_education,3731.36,Dabtype,ac leo pellentesque ultrices mattis odio donec,cash,true,Beltran Sorsby
421,3/27/2020,crm_expenses,4270.93,Kare,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,check,true,Kacy Demcik
422,4/5/2020,student_leadership,5082.38,Kayveo,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,check,false,Heywood MacAirt
423,8/2/2020,comm_life,1634.59,Avamba,sed ante vivamus tortor duis,credit card,false,Welsh Botright
424,10/28/2020,student_leadership,9883.66,Browsezoom,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,check,true,Alayne Simic
425,11/8/2020,other,4622.53,Linklinks,,cash,false,Odey Palin
426,5/2/2020,building_management,2690.51,Jetpulse,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,check,true,Adrian Olligan
427,8/11/2020,building_management,6965.01,Jaloo,at velit vivamus vel nulla eget eros elementum,check,true,Dougy Moncaster
428,8/28/2020,other,7976.99,Livetube,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,credit card,true,Keefe Robez
429,4/24/2020,social_justice,2370.01,Realcube,ridiculus mus etiam vel augue,check,true,Toddy Eede
430,3/9/2020,other,4554.08,Brainsphere,nulla quisque arcu libero rutrum ac,credit card,true,Deck Banfield
431,12/29/2020,utilities,873.54,Oyoba,a odio in hac habitasse,cash,false,Herta Horder
432,9/19/2020,automobiles,509.54,Lazz,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,cash,false,Madlen Fevers
433,12/12/2020,outreach,8198.53,Plambee,,credit card,false,Vick McGaughie
434,7/23/2020,crm_expenses,7831.87,Blognation,donec diam neque vestibulum eget vulputate ut ultrices,credit card,false,Lindi Iles
435,1/26/2020,office_administration,8487.45,Youspan,eu tincidunt in leo maecenas pulvinar lobortis,credit card,false,Raoul Strutt
436,1/13/2020,automobiles,1490.45,Topdrive,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,check,false,Otis Standon
437,10/9/2020,utilities,1879.8,Rhycero,est et tempus semper est quam pharetra,check,false,Emmott Winckles
438,10/24/2020,building_management,5940.53,Vidoo,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,check,false,Margarethe Andrasch
439,1/6/2020,comm_life,8121.37,Yodoo,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,cash,true,Reube Trowsdale
440,3/11/2020,utilities,930.84,Tagcat,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,cash,true,Jesus Blasi
441,4/4/2020,automobiles,4101.38,Photobug,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,cash,true,Lance Fulford
442,2/26/2020,retreats,6381.88,Trunyx,dignissim vestibulum vestibulum ante ipsum primis in faucibus,check,true,Ginnifer Sinkinson
443,4/13/2020,faith_education,7435.99,Kwilith,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,check,false,Valida M'Barron
444,6/8/2020,retreats,5555.85,Cogibox,,cash,true,Stearn Fehners
445,9/17/2020,liturgy_music,5661.83,Thoughtworks,pede justo lacinia eget tincidunt,credit card,true,Katharine Theakston
446,1/12/2020,outreach,7616.35,Brightdog,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,credit card,false,Wolfy Villalta
